date,numbers,powerball_winners,powerball_price,winner_location
2014-03-15,"['2', '5', '34', '51', '58', '9']",0,$40.2 MILLION,None
2014-03-19,"['2', '19', '23', '34', '43', '14']",0,$45.9 MILLION,None
2014-03-22,"['13', '28', '31', '55', '58', '15']",1,$55.4 MILLION,MO
2014-03-26,"['28', '33', '41', '44', '59', '21']",0,$22.9 MILLION,None
2014-03-29,"['2', '3', '12', '27', '38', '17']",0,$29.1 MILLION,None
2014-04-02,"['8', '13', '19', '22', '53', '24']",0,$34.9 MILLION,None
2014-04-05,"['11', '21', '26', '33', '34', '29']",0,$40.2 MILLION,None
2014-04-09,"['9', '14', '44', '48', '49', '29']",0,$46.0 MILLION,None
2014-04-12,"['14', '26', '45', '54', '55', '20']",0,$53.8 MILLION,None
2014-04-16,"['34', '39', '42', '44', '59', '8']",0,$64.3 MILLION,None
2014-04-19,"['5', '6', '29', '35', '51', '21']",0,$75.9 MILLION,None
2014-04-23,"['19', '25', '29', '36', '48', '12']",1,$86.9 MILLION,FL
2014-04-26,"['3', '7', '22', '30', '33', '20']",0,$23.4 MILLION,None
2014-04-30,"['2', '9', '11', '19', '50', '32']",0,$29.3 MILLION,None
2014-05-03,"['5', '15', '16', '46', '49', '26']",0,$35.6 MILLION,None
2014-05-07,"['17', '29', '31', '48', '49', '34']",0,$41.5 MILLION,None
2014-05-10,"['4', '31', '41', '47', '55', '1']",0,$47.4 MILLION,None
2014-05-14,"['7', '33', '39', '52', '55', '33']",0,$53.3 MILLION,None
2014-05-17,"['23', '32', '39', '47', '49', '22']",0,$59.6 MILLION,None
2014-05-21,"['4', '20', '34', '39', '58', '31']",0,$68.8 MILLION,None
2014-05-24,"['15', '16', '28', '49', '55', '18']",0,$79.7 MILLION,None
2014-05-28,"['2', '24', '28', '32', '59', '25']",0,$90.2 MILLION,None
2014-05-31,"['15', '27', '31', '34', '48', '1']",0,$103.2 MILLION,None
2014-06-04,"['1', '7', '10', '22', '49', '24']",0,$117.2 MILLION,None
2014-06-07,"['28', '30', '35', '58', '59', '15']",0,$134.4 MILLION,None
2014-06-11,"['14', '18', '25', '33', '49', '23']",1,$153.5 MILLION,TN
2014-06-14,"['9', '33', '42', '45', '54', '30']",0,$23.5 MILLION,None
2014-06-18,"['6', '9', '29', '52', '59', '7']",0,$29.4 MILLION,None
2014-06-21,"['5', '6', '37', '41', '54', '26']",0,$35.0 MILLION,None
2014-06-25,"['10', '20', '25', '50', '53', '35']",0,$40.9 MILLION,None
2014-06-28,"['8', '12', '34', '43', '56', '9']",0,$47.8 MILLION,None
2014-07-02,"['8', '18', '45', '53', '58', '35']",0,$53.8 MILLION,None
2014-07-05,"['24', '34', '36', '57', '58', '11']",0,$62.1 MILLION,None
2014-07-09,"['9', '25', '42', '55', '57', '14']",1,$73.1 MILLION,OH
2014-07-12,"['2', '3', '7', '23', '51', '26']",0,$24.0 MILLION,None
2014-07-16,"['5', '15', '18', '26', '32', '35']",0,$29.9 MILLION,None
2014-07-19,"['10', '17', '25', '45', '53', '9']",1,$36.1 MILLION,CA
2014-07-23,"['4', '10', '12', '22', '31', '3']",0,$24.1 MILLION,None
2014-07-26,"['24', '28', '30', '38', '39', '16']",0,$30.2 MILLION,None
2014-07-30,"['13', '30', '42', '49', '53', '29']",0,$36.3 MILLION,None
2014-08-02,"['12', '26', '44', '46', '47', '29']",0,$42.0 MILLION,None
2014-08-06,"['1', '8', '24', '28', '49', '24']",0,$48.0 MILLION,None
2014-08-09,"['3', '12', '31', '34', '51', '24']",1,$54.9 MILLION,CO
2014-08-13,"['8', '37', '39', '40', '52', '24']",0,$24.4 MILLION,None
2014-08-16,"['7', '8', '17', '48', '59', '9']",0,$30.5 MILLION,None
2014-08-20,"['4', '8', '21', '38', '40', '3']",0,$36.6 MILLION,None
2014-08-23,"['28', '32', '35', '36', '52', '31']",0,$42.7 MILLION,None
2014-08-27,"['17', '24', '26', '45', '46', '19']",0,$48.8 MILLION,None
2014-08-30,"['5', '28', '31', '52', '59', '27']",0,$55.5 MILLION,None
2014-09-03,"['2', '16', '43', '45', '51', '35']",0,$61.7 MILLION,None
2014-09-06,"['9', '29', '31', '43', '50', '18']",0,$67.6 MILLION,None
2014-09-10,"['2', '14', '39', '40', '43', '13']",0,$78.4 MILLION,None
2014-09-13,"['1', '6', '16', '37', '53', '27']",0,$90.4 MILLION,None
2014-09-17,"['18', '25', '36', '48', '50', '23']",0,$103.0 MILLION,None
2014-09-20,"['22', '23', '30', '37', '39', '16']",0,$118.1 MILLION,None
2014-09-24,"['7', '14', '21', '24', '41', '26']",1,$136.2 MILLION,CA
2014-09-27,"['2', '11', '35', '52', '54', '13']",0,$24.2 MILLION,None
2014-10-01,"['1', '4', '18', '20', '45', '7']",0,$30.3 MILLION,None
2014-10-04,"['13', '18', '24', '25', '33', '31']",0,$36.8 MILLION,None
2014-10-08,"['5', '16', '31', '46', '50', '18']",0,$42.9 MILLION,None
2014-10-11,"['10', '19', '37', '38', '39', '28']",0,$49.7 MILLION,None
2014-10-15,"['5', '7', '19', '27', '28', '20']",0,$55.9 MILLION,None
2014-10-18,"['20', '26', '27', '36', '54', '19']",0,$63.2 MILLION,None
2014-10-22,"['29', '30', '40', '42', '50', '16']",0,$69.5 MILLION,None
2014-10-25,"['6', '10', '51', '54', '57', '12']",0,$78.5 MILLION,None
2014-10-29,"['25', '28', '48', '57', '59', '16']",0,$88.6 MILLION,None
2014-11-01,"['1', '3', '13', '25', '38', '17']",0,$100.1 MILLION,None
2014-11-05,"['2', '11', '19', '21', '42', '34']",0,$112.1 MILLION,None
2014-11-08,"['9', '19', '33', '38', '54', '15']",1,$126.5 MILLION,MO
2014-11-12,"['37', '39', '51', '52', '55', '11']",0,$25.0 MILLION,None
2014-11-15,"['13', '16', '33', '35', '51', '28']",0,$31.1 MILLION,None
2014-11-19,"['6', '36', '38', '48', '51', '17']",0,$37.3 MILLION,None
2014-11-22,"['23', '49', '53', '54', '57', '35']",0,$43.5 MILLION,None
2014-11-26,"['16', '17', '22', '46', '54', '35']",0,$50.5 MILLION,None
2014-11-29,"['13', '24', '30', '42', '48', '27']",1,$56.8 MILLION,WA
2014-12-03,"['25', '30', '32', '46', '54', '26']",0,$25.3 MILLION,None
2014-12-06,"['12', '15', '22', '43', '49', '14']",0,$31.5 MILLION,None
2014-12-10,"['34', '44', '48', '54', '55', '10']",0,$37.8 MILLION,None
2014-12-13,"['5', '13', '28', '43', '55', '33']",0,$45.2 MILLION,None
2014-12-17,"['22', '31', '38', '47', '48', '15']",0,$51.7 MILLION,None
2014-12-20,"['14', '15', '19', '31', '56', '5']",0,$58.1 MILLION,None
2014-12-24,"['11', '12', '46', '47', '50', '22']",0,$64.6 MILLION,None
2014-12-27,"['7', '10', '11', '14', '36', '15']",0,$70.8 MILLION,None
2014-12-31,"['17', '27', '37', '40', '53', '35']",0,$77.2 MILLION,None
2015-01-03,"['4', '18', '43', '46', '55', '25']",0,$86.3 MILLION,None
2015-01-07,"['14', '15', '47', '49', '59', '10']",0,$96.0 MILLION,None
2015-01-10,"['2', '9', '19', '28', '29', '19']",0,$106.9 MILLION,None
2015-01-14,"['2', '4', '10', '41', '53', '22']",0,$117.7 MILLION,None
2015-01-17,"['15', '16', '23', '27', '36', '9']",0,$130.6 MILLION,None
2015-01-21,"['11', '12', '15', '28', '57', '23']",0,$144.8 MILLION,None
2015-01-24,"['16', '19', '20', '29', '33', '10']",0,$161.5 MILLION,None
2015-01-28,"['12', '24', '35', '36', '49', '1']",0,$178.4 MILLION,None
2015-01-31,"['5', '11', '16', '26', '50', '34']",0,$198.9 MILLION,None
2015-02-04,"['24', '36', '51', '52', '56', '22']",0,$225.9 MILLION,None
2015-02-07,"['5', '10', '21', '34', '58', '33']",0,$266.8 MILLION,None
2015-02-11,"['11', '13', '25', '39', '54', '19']",3,$381.1 MILLION,"NC, PR, TX"
2015-02-14,"['1', '24', '44', '45', '51', '28']",0,$26.7 MILLION,None
2015-02-18,"['1', '9', '29', '32', '49', '22']",0,$33.4 MILLION,None
2015-02-21,"['10', '14', '18', '34', '51', '26']",0,$39.2 MILLION,None
2015-02-25,"['17', '19', '21', '32', '39', '8']",0,$45.8 MILLION,None
2015-02-28,"['11', '17', '25', '28', '46', '12']",0,$53.1 MILLION,None
2015-03-04,"['8', '12', '15', '35', '50', '32']",0,$59.7 MILLION,None
2015-03-07,"['34', '36', '38', '42', '50', '33']",0,$65.2 MILLION,None
2015-03-11,"['11', '24', '31', '40', '44', '27']",0,$76.2 MILLION,None
2015-03-14,"['8', '14', '39', '46', '47', '18']",1,$88.5 MILLION,NY
2015-03-18,"['14', '25', '30', '33', '47', '8']",0,$26.0 MILLION,None
2015-03-21,"['11', '16', '30', '38', '42', '7']",1,$33.6 MILLION,TN
2015-03-25,"['7', '19', '23', '50', '54', '14']",1,$26.8 MILLION,NJ
2015-03-28,"['2', '4', '6', '12', '38', '17']",0,$26.7 MILLION,None
2015-04-01,"['2', '30', '33', '39', '44', '1']",0,$33.4 MILLION,None
2015-04-04,"['33', '39', '40', '41', '54', '28']",0,$40.4 MILLION,None
2015-04-08,"['1', '19', '45', '46', '58', '29']",0,$47.1 MILLION,None
2015-04-11,"['1', '12', '32', '42', '58', '12']",1,$53.4 MILLION,FL
2015-04-15,"['1', '16', '21', '29', '40', '30']",0,$26.7 MILLION,None
2015-04-18,"['13', '22', '23', '29', '31', '17']",1,$33.6 MILLION,PR
2015-04-22,"['10', '14', '25', '39', '53', '18']",0,$26.8 MILLION,None
2015-04-25,"['21', '33', '35', '38', '45', '12']",0,$33.2 MILLION,None
2015-04-29,"['1', '26', '34', '38', '51', '6']",0,$39.9 MILLION,None
2015-05-02,"['2', '6', '11', '30', '31', '33']",0,$45.6 MILLION,None
2015-05-06,"['23', '24', '27', '39', '41', '30']",0,$52.1 MILLION,None
2015-05-09,"['4', '15', '17', '35', '58', '17']",0,$57.7 MILLION,None
2015-05-13,"['1', '25', '29', '31', '47', '7']",0,$64.1 MILLION,None
2015-05-16,"['24', '29', '38', '48', '52', '32']",0,$68.8 MILLION,None
2015-05-20,"['1', '12', '28', '35', '44', '25']",0,$75.8 MILLION,None
2015-05-23,"['9', '15', '17', '31', '43', '16']",0,$86.4 MILLION,None
2015-05-27,"['8', '15', '34', '53', '59', '23']",0,$96.3 MILLION,None
2015-05-30,"['8', '9', '25', '56', '57', '22']",0,$108.0 MILLION,None
2015-06-03,"['6', '8', '13', '37', '40', '11']",1,$120.0 MILLION,AZ
2015-06-06,"['8', '13', '18', '27', '43', '15']",0,$24.7 MILLION,None
2015-06-10,"['31', '32', '48', '49', '53', '25']",0,$30.9 MILLION,None
2015-06-13,"['29', '41', '48', '52', '54', '29']",0,$36.9 MILLION,None
2015-06-17,"['20', '21', '22', '41', '54', '7']",0,$43.0 MILLION,None
2015-06-20,"['9', '10', '16', '20', '57', '15']",1,$49.6 MILLION,FL
2015-06-24,"['3', '5', '10', '22', '32', '7']",0,$24.8 MILLION,None
2015-06-27,"['18', '28', '35', '46', '49', '27']",0,$30.4 MILLION,None
2015-07-01,"['7', '24', '26', '31', '41', '25']",0,$36.5 MILLION,None
2015-07-04,"['3', '6', '14', '18', '24', '21']",1,$42.7 MILLION,MO
2015-07-08,"['4', '15', '25', '27', '30', '18']",0,$24.4 MILLION,None
2015-07-11,"['11', '39', '46', '52', '54', '3']",0,$30.5 MILLION,None
2015-07-15,"['13', '16', '34', '45', '50', '11']",0,$36.6 MILLION,None
2015-07-18,"['6', '37', '39', '45', '55', '33']",0,$43.3 MILLION,None
2015-07-22,"['12', '31', '43', '44', '57', '11']",0,$49.5 MILLION,None
2015-07-25,"['27', '29', '34', '41', '44', '2']",0,$56.9 MILLION,None
2015-07-29,"['4', '22', '27', '28', '52', '35']",0,$63.2 MILLION,None
2015-08-01,"['7', '13', '24', '49', '57', '15']",1,$70.1 MILLION,CA
2015-08-05,"['9', '11', '14', '16', '42', '19']",0,$25.5 MILLION,None
2015-08-08,"['9', '34', '48', '52', '54', '15']",0,$32.2 MILLION,None
2015-08-12,"['8', '13', '29', '38', '52', '28']",0,$38.7 MILLION,None
2015-08-15,"['3', '13', '17', '42', '52', '24']",0,$44.8 MILLION,None
2015-08-19,"['6', '8', '43', '48', '50', '7']",0,$51.2 MILLION,None
2015-08-22,"['4', '12', '14', '21', '55', '7']",0,$58.6 MILLION,None
2015-08-26,"['2', '22', '32', '45', '56', '12']",0,$65.1 MILLION,None
2015-08-29,"['18', '21', '25', '28', '29', '16']",0,$70.2 MILLION,None
2015-09-02,"['17', '22', '30', '46', '56', '16']",0,$76.6 MILLION,None
2015-09-05,"['10', '16', '18', '29', '45', '19']",0,$85.3 MILLION,None
2015-09-09,"['44', '45', '47', '50', '51', '8']",0,$95.1 MILLION,None
2015-09-12,"['2', '3', '13', '16', '35', '27']",0,$106.5 MILLION,None
2015-09-16,"['5', '7', '24', '31', '39', '7']",0,$118.7 MILLION,None
2015-09-19,"['12', '17', '26', '43', '48', '24']",0,$133.9 MILLION,None
2015-09-23,"['8', '29', '41', '51', '58', '5']",0,$151.0 MILLION,None
2015-09-26,"['23', '31', '42', '50', '57', '5']",0,$169.5 MILLION,None
2015-09-30,"['21', '39', '40', '55', '59', '17']",1,$197.4 MILLION,MI
2015-10-03,"['6', '26', '33', '44', '46', '4']",0,$26.2 MILLION,None
2015-10-07,"['18', '30', '40', '48', '52', '9']",0,$32.0 MILLION,None
2015-10-10,"['12', '27', '29', '43', '68', '1']",0,$37.4 MILLION,None
2015-10-14,"['15', '20', '29', '31', '40', '1']",0,$43.6 MILLION,None
2015-10-17,"['48', '49', '57', '62', '69', '19']",0,$50.7 MILLION,None
2015-10-21,"['30', '32', '42', '56', '57', '11']",0,$57.0 MILLION,None
2015-10-24,"['20', '31', '56', '60', '64', '2']",0,$62.8 MILLION,None
2015-10-28,"['4', '54', '56', '62', '63', '10']",0,$69.1 MILLION,None
2015-10-31,"['9', '20', '25', '47', '68', '7']",0,$79.4 MILLION,None
2015-11-04,"['2', '12', '17', '20', '65', '17']",1,$89.8 MILLION,TN
2015-11-07,"['7', '16', '25', '50', '53', '15']",0,$24.4 MILLION,None
2015-11-11,"['4', '26', '32', '55', '64', '18']",0,$30.5 MILLION,None
2015-11-14,"['14', '22', '37', '45', '66', '5']",0,$36.7 MILLION,None
2015-11-18,"['17', '40', '41', '46', '69', '6']",0,$42.8 MILLION,None
2015-11-21,"['37', '47', '50', '52', '57', '21']",0,$49.0 MILLION,None
2015-11-25,"['16', '29', '53', '58', '69', '21']",0,$55.2 MILLION,None
2015-11-28,"['2', '6', '47', '66', '67', '2']",0,$61.3 MILLION,None
2015-12-02,"['14', '18', '19', '32', '64', '9']",0,$67.4 MILLION,None
2015-12-05,"['13', '27', '33', '47', '68', '13']",0,$78.1 MILLION,None
2015-12-09,"['7', '10', '16', '46', '56', '1']",0,$88.6 MILLION,None
2015-12-12,"['2', '14', '19', '30', '62', '22']",0,$100.3 MILLION,None
2015-12-16,"['9', '10', '32', '42', '55', '6']",0,$112.1 MILLION,None
2015-12-19,"['28', '30', '41', '59', '68', '10']",0,$127.1 MILLION,None
2015-12-23,"['16', '38', '55', '63', '67', '25']",0,$144.5 MILLION,None
2015-12-26,"['27', '40', '44', '59', '65', '20']",0,$160.7 MILLION,None
2015-12-30,"['12', '36', '38', '54', '61', '22']",0,$185.2 MILLION,None
2016-01-02,"['5', '6', '15', '29', '42', '10']",0,$217.7 MILLION,None
2016-01-06,"['2', '11', '47', '62', '63', '17']",0,$323.4 MILLION,None
2016-01-09,"['16', '19', '32', '34', '57', '13']",0,$587.7 MILLION,None
2016-01-13,"['4', '8', '19', '27', '34', '10']",3,$983.5 MILLION,"CA, FL, TN"
2016-01-16,"['3', '51', '52', '61', '64', '6']",0,$25.4 MILLION,None
2016-01-20,"['5', '39', '44', '47', '69', '24']",0,$31.8 MILLION,None
2016-01-23,"['22', '32', '34', '40', '69', '19']",0,$40.1 MILLION,None
2016-01-27,"['3', '12', '40', '52', '67', '21']",0,$51.0 MILLION,None
2016-01-30,"['5', '12', '16', '31', '43', '18']",0,$63.2 MILLION,None
2016-02-03,"['26', '28', '31', '60', '67', '23']",0,$75.3 MILLION,None
2016-02-06,"['4', '13', '31', '36', '52', '8']",0,$88.4 MILLION,None
2016-02-10,"['2', '3', '40', '50', '62', '5']",0,$100.7 MILLION,None
2016-02-13,"['7', '15', '18', '19', '36', '20']",0,$114.2 MILLION,None
2016-02-17,"['7', '17', '27', '29', '40', '25']",0,$126.9 MILLION,None
2016-02-20,"['11', '12', '15', '16', '54', '25']",0,$142.3 MILLION,None
2016-02-24,"['21', '31', '64', '65', '67', '5']",0,$157.5 MILLION,None
2016-02-27,"['10', '11', '21', '22', '53', '18']",0,$174.3 MILLION,None
2016-03-02,"['12', '13', '44', '52', '62', '6']",1,$191.5 MILLION,FL
2016-03-05,"['3', '27', '34', '59', '69', '19']",0,$26.0 MILLION,None
2016-03-09,"['14', '23', '32', '34', '68', '3']",0,$32.6 MILLION,None
2016-03-12,"['11', '28', '50', '57', '62', '23']",0,$38.7 MILLION,None
2016-03-16,"['10', '12', '13', '46', '50', '21']",0,$45.2 MILLION,None
2016-03-19,"['11', '23', '43', '54', '60', '3']",0,$51.9 MILLION,None
2016-03-23,"['5', '8', '15', '22', '49', '25']",0,$58.4 MILLION,None
2016-03-26,"['11', '23', '42', '52', '68', '6']",0,$66.2 MILLION,None
2016-03-30,"['24', '44', '53', '55', '63', '19']",0,$76.3 MILLION,None
2016-04-02,"['9', '28', '30', '40', '61', '3']",0,$87.8 MILLION,None
2016-04-06,"['4', '28', '49', '60', '65', '25']",0,$98.7 MILLION,None
2016-04-09,"['14', '22', '23', '41', '61', '9']",0,$110.8 MILLION,None
2016-04-13,"['30', '33', '35', '38', '64', '22']",0,$122.8 MILLION,None
2016-04-16,"['3', '18', '25', '32', '51', '3']",0,$137.1 MILLION,None
2016-04-20,"['12', '25', '30', '52', '62', '8']",0,$151.6 MILLION,None
2016-04-23,"['19', '35', '46', '59', '62', '13']",0,$167.5 MILLION,None
2016-04-27,"['2', '25', '33', '39', '64', '17']",0,$183.9 MILLION,None
2016-04-30,"['3', '12', '16', '32', '34', '14']",0,$204.5 MILLION,None
2016-05-04,"['30', '47', '57', '66', '69', '3']",0,$234.9 MILLION,None
2016-05-07,"['5', '25', '26', '44', '66', '9']",1,$284.1 MILLION,NJ
2016-05-11,"['20', '32', '52', '66', '69', '23']",0,$26.5 MILLION,None
2016-05-14,"['13', '27', '47', '64', '65', '9']",0,$33.3 MILLION,None
2016-05-18,"['23', '25', '39', '54', '67', '11']",0,$40.0 MILLION,None
2016-05-21,"['5', '7', '9', '23', '32', '26']",0,$45.7 MILLION,None
2016-05-25,"['11', '24', '41', '59', '64', '15']",0,$52.2 MILLION,None
2016-05-28,"['6', '33', '34', '58', '59', '12']",0,$59.0 MILLION,None
2016-06-01,"['23', '30', '33', '40', '69', '12']",0,$65.5 MILLION,None
2016-06-04,"['16', '20', '22', '43', '64', '17']",0,$73.2 MILLION,None
2016-06-08,"['12', '25', '37', '60', '69', '20']",0,$82.2 MILLION,None
2016-06-11,"['20', '27', '36', '41', '58', '7']",0,$93.0 MILLION,None
2016-06-15,"['4', '22', '24', '31', '33', '10']",0,$103.1 MILLION,None
2016-06-18,"['2', '23', '41', '53', '63', '11']",0,$114.5 MILLION,None
2016-06-22,"['14', '40', '42', '43', '52', '17']",0,$125.4 MILLION,None
2016-06-25,"['3', '27', '36', '56', '69', '25']",0,$138.5 MILLION,None
2016-06-29,"['23', '29', '37', '60', '64', '6']",0,$151.9 MILLION,None
2016-07-02,"['10', '34', '39', '59', '63', '4']",0,$167.3 MILLION,None
2016-07-06,"['2', '24', '31', '57', '66', '18']",0,$182.7 MILLION,None
2016-07-09,"['10', '28', '32', '61', '64', '12']",0,$199.8 MILLION,None
2016-07-13,"['3', '15', '29', '54', '57', '10']",0,$215.3 MILLION,None
2016-07-16,"['11', '17', '40', '50', '62', '26']",0,$232.6 MILLION,None
2016-07-20,"['6', '25', '35', '58', '66', '5']",0,$250.2 MILLION,None
2016-07-23,"['5', '7', '23', '35', '39', '11']",0,$270.5 MILLION,None
2016-07-27,"['10', '47', '50', '65', '68', '24']",0,$300.7 MILLION,None
2016-07-30,"['11', '17', '21', '23', '32', '5']",1,$341.7 MILLION,NH
2016-08-03,"['9', '11', '27', '66', '67', '2']",0,$28.1 MILLION,None
2016-08-06,"['20', '33', '36', '47', '52', '12']",0,$37.9 MILLION,None
2016-08-10,"['23', '56', '61', '64', '67', '12']",0,$46.9 MILLION,None
2016-08-13,"['38', '44', '60', '64', '69', '6']",0,$57.1 MILLION,None
2016-08-17,"['33', '44', '49', '50', '52', '8']",0,$66.6 MILLION,None
2016-08-20,"['3', '6', '21', '60', '68', '24']",0,$77.8 MILLION,None
2016-08-24,"['9', '11', '25', '64', '65', '16']",0,$87.2 MILLION,None
2016-08-27,"['4', '32', '48', '49', '63', '20']",0,$97.5 MILLION,None
2016-08-31,"['5', '10', '24', '56', '61', '12']",0,$107.1 MILLION,None
2016-09-03,"['7', '39', '50', '59', '67', '25']",0,$118.3 MILLION,None
2016-09-07,"['22', '23', '29', '33', '55', '21']",0,$128.4 MILLION,None
2016-09-10,"['3', '17', '49', '55', '68', '8']",0,$140.5 MILLION,None
2016-09-14,"['10', '11', '23', '28', '31', '14']",0,$152.3 MILLION,None
2016-09-17,"['9', '19', '51', '55', '62', '14']",1,$165.6 MILLION,GA
2016-09-21,"['1', '28', '63', '67', '69', '17']",0,$26.8 MILLION,None
2016-09-24,"['7', '15', '20', '29', '41', '22']",0,$33.9 MILLION,None
2016-09-28,"['30', '38', '52', '53', '62', '1']",0,$40.7 MILLION,None
2016-10-01,"['2', '12', '50', '61', '64', '1']",0,$48.2 MILLION,None
2016-10-05,"['8', '18', '27', '29', '60', '15']",0,$55.1 MILLION,None
2016-10-08,"['3', '54', '61', '64', '68', '9']",0,$62.2 MILLION,None
2016-10-12,"['16', '30', '34', '37', '44', '16']",0,$71.4 MILLION,None
2016-10-15,"['23', '49', '57', '64', '67', '20']",0,$81.8 MILLION,None
2016-10-19,"['10', '16', '38', '43', '63', '23']",0,$90.6 MILLION,None
2016-10-22,"['1', '28', '33', '55', '56', '22']",0,$100.5 MILLION,None
2016-10-26,"['2', '3', '16', '48', '56', '24']",0,$109.9 MILLION,None
2016-10-29,"['19', '20', '21', '42', '48', '23']",0,$120.5 MILLION,None
2016-11-02,"['13', '18', '37', '54', '61', '5']",0,$131.3 MILLION,None
2016-11-05,"['21', '31', '50', '51', '69', '8']",0,$144.2 MILLION,None
2016-11-09,"['1', '25', '28', '31', '54', '2']",0,$156.7 MILLION,None
2016-11-12,"['8', '17', '20', '27', '52', '24']",0,$170.7 MILLION,None
2016-11-16,"['28', '41', '61', '63', '65', '7']",0,$185.8 MILLION,None
2016-11-19,"['16', '24', '28', '43', '61', '21']",0,$204.0 MILLION,None
2016-11-23,"['7', '32', '41', '47', '61', '3']",0,$226.3 MILLION,None
2016-11-26,"['17', '19', '21', '37', '44', '16']",1,$254.7 MILLION,TN
2016-11-30,"['3', '14', '18', '25', '45', '7']",0,$24.2 MILLION,None
2016-12-03,"['8', '10', '26', '27', '33', '22']",0,$33.3 MILLION,None
2016-12-07,"['41', '48', '49', '53', '64', '20']",0,$41.7 MILLION,None
2016-12-10,"['12', '21', '32', '44', '66', '15']",0,$51.3 MILLION,None
2016-12-14,"['18', '26', '37', '39', '66', '15']",0,$61.3 MILLION,None
2016-12-17,"['1', '8', '16', '40', '48', '10']",1,$72.1 MILLION,DE
2016-12-21,"['25', '33', '40', '54', '68', '3']",0,$23.7 MILLION,None
2016-12-24,"['28', '38', '42', '51', '52', '21']",0,$29.9 MILLION,None
2016-12-28,"['16', '23', '30', '44', '58', '4']",0,$35.9 MILLION,None
2016-12-31,"['1', '3', '28', '57', '67', '9']",0,$42.1 MILLION,None
2017-01-04,"['16', '17', '29', '41', '42', '4']",0,$48.2 MILLION,None
2017-01-07,"['3', '12', '24', '37', '63', '10']",0,$55.6 MILLION,None
2017-01-11,"['1', '3', '13', '16', '43', '24']",0,$64.5 MILLION,None
2017-01-14,"['23', '55', '59', '64', '69', '13']",0,$75.1 MILLION,None
2017-01-18,"['9', '40', '41', '53', '58', '12']",0,$83.6 MILLION,None
2017-01-21,"['23', '25', '45', '52', '67', '2']",0,$93.6 MILLION,None
2017-01-25,"['18', '28', '62', '66', '68', '22']",0,$102.9 MILLION,None
2017-01-28,"['12', '20', '39', '49', '69', '17']",0,$114.2 MILLION,None
2017-02-01,"['9', '43', '57', '60', '64', '10']",0,$126.6 MILLION,None
2017-02-04,"['6', '13', '16', '17', '52', '25']",0,$141.4 MILLION,None
2017-02-08,"['14', '20', '42', '49', '66', '5']",0,$156.4 MILLION,None
2017-02-11,"['5', '9', '17', '37', '64', '2']",0,$173.3 MILLION,None
2017-02-15,"['5', '28', '33', '38', '42', '19']",0,$193.5 MILLION,None
2017-02-18,"['3', '7', '9', '31', '33', '20']",0,$218.5 MILLION,None
2017-02-22,"['10', '13', '28', '52', '61', '2']",1,$263.5 MILLION,IN
2017-02-25,"['6', '32', '47', '62', '65', '19']",0,$24.4 MILLION,None
2017-03-01,"['10', '16', '40', '52', '55', '17']",0,$32.9 MILLION,None
2017-03-04,"['2', '18', '19', '22', '63', '19']",0,$42.8 MILLION,None
2017-03-08,"['23', '33', '42', '46', '59', '4']",0,$51.9 MILLION,None
2017-03-11,"['1', '26', '41', '50', '57', '11']",0,$63.0 MILLION,None
2017-03-15,"['16', '30', '41', '48', '53', '16']",0,$72.9 MILLION,None
2017-03-18,"['13', '25', '44', '54', '67', '5']",0,$83.3 MILLION,None
2017-03-22,"['2', '9', '27', '29', '42', '9']",1,$93.1 MILLION,WI
2017-03-25,"['18', '31', '32', '45', '48', '16']",0,$24.3 MILLION,None
2017-03-29,"['8', '15', '31', '36', '62', '11']",0,$30.3 MILLION,None
2017-04-01,"['9', '32', '36', '44', '65', '1']",1,$36.5 MILLION,AZ
2017-04-05,"['8', '20', '46', '53', '54', '13']",0,$24.3 MILLION,None
2017-04-08,"['23', '36', '51', '53', '60', '15']",0,$30.7 MILLION,None
2017-04-12,"['8', '14', '61', '63', '68', '24']",0,$36.9 MILLION,None
2017-04-15,"['5', '22', '26', '45', '61', '13']",0,$43.5 MILLION,None
2017-04-19,"['1', '19', '37', '40', '52', '15']",0,$49.8 MILLION,None
2017-04-22,"['21', '39', '41', '48', '63', '6']",0,$56.3 MILLION,None
2017-04-26,"['1', '15', '18', '26', '51', '26']",0,$62.5 MILLION,None
2017-04-29,"['22', '23', '24', '45', '62', '5']",0,$71.1 MILLION,None
2017-05-03,"['17', '18', '49', '59', '66', '9']",0,$80.8 MILLION,None
2017-05-06,"['11', '21', '31', '41', '59', '21']",0,$91.4 MILLION,None
2017-05-10,"['29', '31', '46', '56', '62', '8']",0,$101.7 MILLION,None
2017-05-13,"['17', '20', '32', '63', '68', '19']",0,$113.4 MILLION,None
2017-05-17,"['4', '11', '39', '45', '48', '9']",0,$125.9 MILLION,None
2017-05-20,"['5', '22', '45', '47', '54', '3']",0,$140.0 MILLION,None
2017-05-24,"['28', '32', '33', '38', '62', '15']",0,$154.2 MILLION,None
2017-05-27,"['5', '10', '28', '55', '67', '9']",0,$170.4 MILLION,None
2017-05-31,"['4', '33', '39', '46', '60', '6']",0,$188.9 MILLION,None
2017-06-03,"['3', '9', '21', '41', '54', '25']",0,$212.2 MILLION,None
2017-06-07,"['5', '21', '57', '66', '69', '13']",0,$238.9 MILLION,None
2017-06-10,"['20', '26', '32', '38', '58', '3']",1,$279.2 MILLION,CA
